settlement,teaor,bin,count
Sóskút,41,1-4,12
Sóskút,43,1-4,58
Sóskút,45,1-4,6
Sóskút,46,1-4,19
Sóskút,47,1-4,23
Sóskút,49,1-4,14
Sóskút,52,1-4,5
Sóskút,56,1-4,5
Sóskút,62,1-4,12
Sóskút,66,1-4,7
Sóskút,68,1-4,13
Sóskút,69,1-4,12
Sóskút,70,1-4,13
Sóskút,74,1-4,14
Sóskút,81,1-4,13
Sóskút,82,1-4,12
Sóskút,85,1-4,13
Sóskút,86,1-4,18
Sóskút,90,1-4,13
Sóskút,93,1-4,6
Sóskút,96,1-4,27
Sóskút,46,10-19,5
Sóskút,46,5-9,5
Sóstófalva,1,1-4,8
Söjtör,1,1-4,9
Söréd,43,1-4,6
Súr,1,1-4,6
Súr,25,1-4,6
Súr,43,1-4,16
Súr,47,1-4,10
Sükösd,1,1-4,49
Sükösd,2,1-4,7
Sükösd,41,1-4,5
Sükösd,43,1-4,28
Sükösd,45,1-4,9
Sükösd,46,1-4,8
Sükösd,47,1-4,33
Sükösd,49,1-4,6
Sükösd,56,1-4,5
Sükösd,66,1-4,7
Sükösd,68,1-4,5
Sükösd,69,1-4,6
Sükösd,74,1-4,8
Sükösd,81,1-4,7
Sükösd,82,1-4,9
Sükösd,86,1-4,7
Sükösd,96,1-4,12
Sükösd,22,10-19,6
Sükösd,25,10-19,15
Sükösd,32,10-19,10
Sükösd,33,10-19,11
Sükösd,25,50-249,8
Sükösd,33,50-249,9
Sülysáp,1,1-4,18
Sülysáp,16,1-4,7
Sülysáp,25,1-4,8
Sülysáp,33,1-4,5
Sülysáp,41,1-4,14
Sülysáp,43,1-4,119
Sülysáp,45,1-4,22
Sülysáp,47,1-4,51
Sülysáp,49,1-4,19
Sülysáp,52,1-4,6
Sülysáp,53,1-4,13
Sülysáp,56,1-4,11
Sülysáp,62,1-4,22
Sülysáp,66,1-4,11
Sülysáp,68,1-4,10
Sülysáp,69,1-4,21
Sülysáp,70,1-4,18
Sülysáp,74,1-4,15
Sülysáp,77,1-4,5
Sülysáp,81,1-4,17
Sülysáp,82,1-4,18
Sülysáp,85,1-4,21
Sülysáp,86,1-4,18
Sülysáp,90,1-4,12
Sülysáp,93,1-4,5
Sülysáp,95,1-4,6
Sülysáp,96,1-4,53
Sülysáp,49,10-19,5
Sülysáp,43,5-9,6
Sülysáp,47,5-9,6
Sümeg,1,1-4,28
Sümeg,2,1-4,5
Sümeg,41,1-4,11
Sümeg,43,1-4,75
Sümeg,45,1-4,21
Sümeg,47,1-4,50
Sümeg,49,1-4,10
Sümeg,56,1-4,14
Sümeg,62,1-4,12
Sümeg,66,1-4,12
Sümeg,68,1-4,6
Sümeg,69,1-4,16
Sümeg,70,1-4,14
Sümeg,73,1-4,6
Sümeg,74,1-4,21
Sümeg,81,1-4,6
Sümeg,85,1-4,17
Sümeg,86,1-4,10
Sümeg,90,1-4,11
Sümeg,93,1-4,7
Sümeg,94,1-4,6
Sümeg,95,1-4,6
Sümeg,96,1-4,42
Sümeg,47,5-9,5
Sümegcsehi,1,1-4,5
Sümegprága,43,1-4,8
Sümegprága,96,1-4,6
Süttõ,1,1-4,8
Süttõ,41,1-4,6
Süttõ,43,1-4,33
Süttõ,45,1-4,7
Süttõ,46,1-4,5
Süttõ,47,1-4,11
Süttõ,49,1-4,7
Süttõ,56,1-4,6
Süttõ,66,1-4,6
Süttõ,96,1-4,7
Tab,1,1-4,32
Tab,41,1-4,8
Tab,43,1-4,29
Tab,45,1-4,10
Tab,47,1-4,34
Tab,56,1-4,5
Tab,62,1-4,11
Tab,66,1-4,6
Tab,68,1-4,6
Tab,69,1-4,13
Tab,70,1-4,9
Tab,74,1-4,9
Tab,82,1-4,6
Tab,85,1-4,19
Tab,86,1-4,5
Tab,96,1-4,30
Tab,25,10-19,6
Tab,25,20-49,5
Tabajd,1,1-4,23
Tabajd,43,1-4,13
Tabajd,47,1-4,6
Tabajd,93,1-4,5
Tabdi,1,1-4,32
Tabdi,11,1-4,6
Tabdi,43,1-4,11
Tabdi,47,1-4,5
Tabdi,96,1-4,6
Tagyon,1,1-4,6
Tagyon,43,1-4,6
Tahitótfalu,1,1-4,27
Tahitótfalu,31,1-4,7
Tahitótfalu,32,1-4,8
Tahitótfalu,41,1-4,8
Tahitótfalu,42,1-4,5
Tahitótfalu,43,1-4,80
Tahitótfalu,45,1-4,13
Tahitótfalu,46,1-4,21
Tahitótfalu,47,1-4,44
Tahitótfalu,49,1-4,14
Tahitótfalu,53,1-4,18
Tahitótfalu,56,1-4,11
Tahitótfalu,59,1-4,11
Tahitótfalu,62,1-4,34
Tahitótfalu,63,1-4,11
Tahitótfalu,66,1-4,18
Tahitótfalu,68,1-4,20
Tahitótfalu,69,1-4,31
Tahitótfalu,70,1-4,22
Tahitótfalu,73,1-4,13
Tahitótfalu,74,1-4,24
Tahitótfalu,77,1-4,6
Tahitótfalu,81,1-4,34
Tahitótfalu,82,1-4,15
Tahitótfalu,85,1-4,30
Tahitótfalu,86,1-4,35
Tahitótfalu,90,1-4,20
Tahitótfalu,95,1-4,13
Tahitótfalu,96,1-4,54
Tahitótfalu,47,5-9,5
Tahitótfalu,56,5-9,5
Taksony,1,1-4,20
Taksony,25,1-4,6
Taksony,31,1-4,8
Taksony,32,1-4,6
Taksony,33,1-4,7
Taksony,35,1-4,6
Taksony,41,1-4,19
Taksony,43,1-4,68
Taksony,45,1-4,39
Taksony,46,1-4,12
Taksony,47,1-4,86
Taksony,49,1-4,26
Taksony,52,1-4,6
Taksony,53,1-4,12
Taksony,56,1-4,13
Taksony,62,1-4,33
Taksony,63,1-4,6
Taksony,66,1-4,17
Taksony,68,1-4,16
Taksony,69,1-4,23
Taksony,70,1-4,19
Taksony,74,1-4,21
Taksony,81,1-4,13
Taksony,82,1-4,13
Taksony,85,1-4,27
Taksony,86,1-4,15
Taksony,90,1-4,5
Taksony,93,1-4,6
Taksony,95,1-4,10
Taksony,96,1-4,40
Taksony,41,5-9,9
Taksony,43,5-9,5
Taksony,47,5-9,8
Taktabáj,1,1-4,9
Taktabáj,43,1-4,5
Taktaharkány,1,1-4,11
Taktaharkány,43,1-4,13
Taktaharkány,47,1-4,21
Taktaharkány,69,1-4,6
Taktaharkány,82,1-4,6
Taktaharkány,85,1-4,7
Taktaharkány,96,1-4,8
Taktakenéz,43,1-4,5
Taktakenéz,47,1-4,5
Taktaszada,1,1-4,9
Taktaszada,43,1-4,11
Taktaszada,47,1-4,6
Takácsi,1,1-4,18
Takácsi,43,1-4,9
Takácsi,47,1-4,6
Taliándörögd,1,1-4,7
Taliándörögd,43,1-4,5
Tamási,1,1-4,65
Tamási,11,1-4,5
Tamási,2,1-4,6
Tamási,41,1-4,19
Tamási,43,1-4,87
Tamási,45,1-4,23
Tamási,46,1-4,16
Tamási,47,1-4,84
Tamási,49,1-4,19
Tamási,53,1-4,5
Tamási,55,1-4,5
Tamási,56,1-4,20
Tamási,62,1-4,14
Tamási,66,1-4,27
Tamási,68,1-4,17
Tamási,69,1-4,31
Tamási,70,1-4,13
Tamási,73,1-4,6
Tamási,74,1-4,23
Tamási,77,1-4,8
Tamási,81,1-4,7
Tamási,82,1-4,13
Tamási,85,1-4,30
Tamási,86,1-4,25
Tamási,90,1-4,9
Tamási,93,1-4,25
Tamási,95,1-4,16
Tamási,96,1-4,51
Tamási,47,10-19,6
Tamási,47,5-9,9
Tapolca,1,1-4,63
Tapolca,11,1-4,6
Tapolca,14,1-4,6
Tapolca,2,1-4,11
Tapolca,41,1-4,30
Tapolca,43,1-4,170
Tapolca,45,1-4,43
Tapolca,46,1-4,23
Tapolca,47,1-4,114
Tapolca,49,1-4,23
Tapolca,55,1-4,8
Tapolca,56,1-4,41
Tapolca,59,1-4,7
Tapolca,62,1-4,22
Tapolca,63,1-4,5
Tapolca,66,1-4,41
Tapolca,68,1-4,36
Tapolca,69,1-4,55
Tapolca,70,1-4,25
Tapolca,72,1-4,5
Tapolca,73,1-4,9
Tapolca,74,1-4,33
Tapolca,77,1-4,6
Tapolca,80,1-4,15
Tapolca,81,1-4,31
Tapolca,82,1-4,19
Tapolca,85,1-4,56
Tapolca,86,1-4,52
Tapolca,90,1-4,25
Tapolca,93,1-4,19
Tapolca,94,1-4,5
Tapolca,95,1-4,18
Tapolca,96,1-4,137
Tapolca,43,10-19,7
Tapolca,49,10-19,6
Tapolca,43,5-9,12
Tapolca,47,5-9,16
Tapolca,49,5-9,5
Tapolca,56,5-9,8
Tapsony,25,1-4,5
Tapsony,32,1-4,10
Tapsony,33,1-4,15
Tar,1,1-4,6
Tar,31,1-4,5
Tar,43,1-4,22
Tar,45,1-4,5
Tar,47,1-4,10
Tar,49,1-4,5
Tar,66,1-4,5
Tar,96,1-4,7
Tarany,1,1-4,11
Tarany,43,1-4,15
Tarcal,1,1-4,40
Tarcal,11,1-4,8
Tarcal,43,1-4,10
Tarcal,47,1-4,14
Tarcal,49,1-4,5
Tarcal,56,1-4,6
Tarcal,70,1-4,5
Tarcal,74,1-4,6
Tarcal,81,1-4,6
Tarcal,85,1-4,8
Tarcal,86,1-4,5
Tarcal,96,1-4,14
Tard,1,1-4,11
Tard,43,1-4,5
Tard,96,1-4,7
Tardona,1,1-4,8
Tardona,43,1-4,12
Tardona,47,1-4,5
Tardona,49,1-4,5
Tardona,96,1-4,9
Tardos,1,1-4,10
Tardos,25,1-4,5
Tardos,43,1-4,22
Tardos,45,1-4,7
Tardos,46,1-4,5
Tardos,47,1-4,10
Tardos,49,1-4,8
Tardos,85,1-4,5
Tardos,96,1-4,13
Tarhos,1,1-4,15
Tarján,1,1-4,22
Tarján,16,1-4,5
Tarján,43,1-4,39
Tarján,45,1-4,13
Tarján,47,1-4,18
Tarján,49,1-4,9
Tarján,66,1-4,5
Tarján,68,1-4,6
Tarján,69,1-4,7
Tarján,70,1-4,5
Tarján,74,1-4,6
Tarján,81,1-4,7
Tarján,85,1-4,12
Tarján,86,1-4,11
Tarján,96,1-4,18
Tarján,25,10-19,6
Tarján,25,5-9,8
Tarján,32,5-9,8
Tarján,33,5-9,5
Tarnabod,49,5-9,5
Tarnalelesz,2,1-4,26
Tarnalelesz,43,1-4,10
Tarnalelesz,47,1-4,8
Tarnaméra,1,1-4,16
Tarnaméra,43,1-4,14
Tarnaméra,47,1-4,12
Tarnaméra,56,1-4,5
Tarnaméra,86,1-4,7
Tarnaméra,96,1-4,6
Tarnaméra,25,5-9,5
Tarnaszentmiklós,1,1-4,9
Tarnaszentmiklós,25,1-4,5
Tarnazsadány,43,1-4,7
Tarnaörs,1,1-4,13
Tarnaörs,43,1-4,10
Tarnaörs,47,1-4,9
Tarnaörs,81,1-4,5
Tarpa,1,1-4,58
Tarpa,43,1-4,8
Tarpa,47,1-4,10
Tarpa,56,1-4,5
Tarpa,66,1-4,5
Tarpa,96,1-4,6
Tass,1,1-4,35
Tass,41,1-4,7
Tass,43,1-4,42
Tass,45,1-4,7
Tass,47,1-4,15
Tass,49,1-4,7
Tass,56,1-4,6
Tass,66,1-4,7
Tass,74,1-4,6
Tass,96,1-4,8
Tass,22,10-19,7
Tass,23,10-19,7
Tass,25,10-19,28
Tass,28,10-19,7
Tass,31,10-19,9
Tass,32,10-19,18
Tass,33,10-19,27
Tass,47,5-9,6
Taszár,1,1-4,11
Taszár,41,1-4,6
Taszár,43,1-4,14
Taszár,45,1-4,6
Taszár,47,1-4,5
Taszár,81,1-4,7
Taszár,86,1-4,6
Taszár,96,1-4,11
Tata,1,1-4,83
Tata,10,1-4,7
Tata,11,1-4,5
Tata,13,1-4,5
Tata,16,1-4,10
Tata,18,1-4,9
Tata,2,1-4,5
Tata,35,1-4,5
Tata,41,1-4,42
Tata,42,1-4,24
Tata,43,1-4,218
Tata,45,1-4,93
Tata,46,1-4,54
Tata,47,1-4,188
Tata,49,1-4,61
Tata,52,1-4,14
Tata,53,1-4,16
Tata,55,1-4,16
Tata,56,1-4,67
Tata,62,1-4,99
Tata,63,1-4,17
Tata,66,1-4,53
Tata,68,1-4,111
Tata,69,1-4,117
Tata,70,1-4,120
Tata,72,1-4,11
Tata,73,1-4,17
Tata,74,1-4,116
Tata,75,1-4,8
Tata,77,1-4,21
Tata,80,1-4,6
Tata,81,1-4,36
Tata,82,1-4,66
Tata,85,1-4,158
Tata,86,1-4,108
Tata,90,1-4,40
Tata,93,1-4,34
Tata,94,1-4,11
Tata,95,1-4,28
Tata,96,1-4,215
Tata,46,10-19,8
Tata,47,10-19,17
Tata,49,10-19,8
Tata,56,10-19,6
Tata,86,10-19,5
Tata,42,20-49,5
Tata,49,20-49,6
Tata,85,20-49,6
Tata,41,5-9,9
Tata,42,5-9,8
Tata,43,5-9,15
Tata,45,5-9,8
Tata,46,5-9,11
Tata,47,5-9,26
Tata,49,5-9,10
Tata,56,5-9,10
Tatabánya,1,1-4,47
Tatabánya,10,1-4,7
Tatabánya,13,1-4,19
Tatabánya,14,1-4,10
Tatabánya,16,1-4,9
Tatabánya,18,1-4,9
Tatabánya,2,1-4,6
Tatabánya,25,1-4,5
Tatabánya,41,1-4,71
Tatabánya,42,1-4,10
Tatabánya,43,1-4,577
Tatabánya,45,1-4,115
Tatabánya,46,1-4,86
Tatabánya,47,1-4,397
Tatabánya,49,1-4,180
Tatabánya,52,1-4,18
Tatabánya,53,1-4,71
Tatabánya,55,1-4,10
Tatabánya,56,1-4,91
Tatabánya,58,1-4,15
Tatabánya,59,1-4,25
Tatabánya,62,1-4,131
Tatabánya,63,1-4,41
Tatabánya,66,1-4,223
Tatabánya,68,1-4,158
Tatabánya,69,1-4,256
Tatabánya,70,1-4,146
Tatabánya,72,1-4,8
Tatabánya,73,1-4,41
Tatabánya,74,1-4,165
Tatabánya,77,1-4,18
Tatabánya,78,1-4,10
Tatabánya,79,1-4,8
Tatabánya,80,1-4,22
Tatabánya,81,1-4,139
Tatabánya,82,1-4,103
Tatabánya,85,1-4,250
Tatabánya,86,1-4,185
Tatabánya,88,1-4,7
Tatabánya,90,1-4,64
Tatabánya,92,1-4,5
Tatabánya,93,1-4,57
Tatabánya,94,1-4,17
Tatabánya,95,1-4,30
Tatabánya,96,1-4,537
Tatabánya,41,10-19,10
Tatabánya,43,10-19,9
Tatabánya,45,10-19,6
Tatabánya,46,10-19,6
Tatabánya,47,10-19,16
Tatabánya,49,10-19,13
Tatabánya,56,10-19,9
Tatabánya,69,10-19,6
Tatabánya,46,20-49,7
Tatabánya,47,20-49,6
Tatabánya,85,20-49,11
Tatabánya,41,5-9,9
Tatabánya,42,5-9,5
Tatabánya,43,5-9,31
Tatabánya,45,5-9,15
Tatabánya,46,5-9,19
Tatabánya,47,5-9,39
Tatabánya,49,5-9,16
Tatabánya,56,5-9,11
Tatabánya,68,5-9,7
Tatabánya,69,5-9,5
Tatabánya,81,5-9,8
Tatabánya,86,5-9,9
Tatabánya,33,50-249,8
Tataháza,1,1-4,22
Tataháza,43,1-4,8
Tataháza,47,1-4,5
Tatárszentgyörgy,1,1-4,18
Tatárszentgyörgy,43,1-4,14
Tatárszentgyörgy,47,1-4,14
Tekenye,1,1-4,8
Teklafalu,1,1-4,5
Telekes,1,1-4,7
Telekgerendás,1,1-4,23
Telekgerendás,43,1-4,14
Telekgerendás,47,1-4,7
Telekgerendás,74,1-4,6
Telekgerendás,96,1-4,10
Telki,1,1-4,7
Telki,31,1-4,5
Telki,32,1-4,6
Telki,33,1-4,6
Telki,41,1-4,12
Telki,43,1-4,28
Telki,46,1-4,16
Telki,47,1-4,24
Telki,49,1-4,5
Telki,53,1-4,5
Telki,56,1-4,9
Telki,59,1-4,12
Telki,62,1-4,38
Telki,63,1-4,7
Telki,66,1-4,18
Telki,68,1-4,32
Telki,69,1-4,26
Telki,70,1-4,85
Telki,73,1-4,9
Telki,74,1-4,40
Telki,79,1-4,6
Telki,81,1-4,18
Telki,82,1-4,27
Telki,85,1-4,40
Telki,86,1-4,38
Telki,90,1-4,33
Telki,93,1-4,9
Telki,96,1-4,27
Telkibánya,1,1-4,10
Telkibánya,2,1-4,7
Telkibánya,93,1-4,5
Tengelic,1,1-4,32
Tengelic,43,1-4,17
Tengelic,47,1-4,10
Tengelic,74,1-4,5
Tengeri,1,1-4,5
Tengõd,1,1-4,6
Tenk,1,1-4,15
Tenk,43,1-4,13
Tenk,47,1-4,6
Tenk,96,1-4,8
Terem,1,1-4,10
Teskánd,1,1-4,7
Tetétlen,1,1-4,14
Tetétlen,43,1-4,10
Tetétlen,47,1-4,14
Tetétlen,96,1-4,6
Tevel,1,1-4,11
Tevel,41,1-4,6
Tevel,43,1-4,11
Tevel,47,1-4,10
Tevel,49,1-4,12
Tevel,96,1-4,6
Tibolddaróc,1,1-4,5
Tibolddaróc,43,1-4,14
Tibolddaróc,47,1-4,7
Tibolddaróc,49,1-4,5
Tiborszállás,1,1-4,12
Tiborszállás,43,1-4,7
Tiborszállás,47,1-4,6
Tihany,1,1-4,7
Tihany,41,1-4,7
Tihany,43,1-4,9
Tihany,47,1-4,31
Tihany,55,1-4,11
Tihany,56,1-4,16
Tihany,62,1-4,5
Tihany,68,1-4,16
Tihany,70,1-4,7
Tihany,81,1-4,9
Tihany,85,1-4,5
Tihany,86,1-4,5
Tihany,90,1-4,8
Tihany,93,1-4,5
Tihany,96,1-4,11
Tilaj,1,1-4,5
Timár,1,1-4,19
Timár,47,1-4,10
Tinnye,1,1-4,7
Tinnye,41,1-4,5
Tinnye,42,1-4,5
Tinnye,43,1-4,38
Tinnye,45,1-4,7
Tinnye,47,1-4,19
Tinnye,62,1-4,13
Tinnye,70,1-4,10
Tinnye,74,1-4,6
Tinnye,86,1-4,6
Tinnye,90,1-4,8
Tinnye,96,1-4,12
Tiszaadony,1,1-4,11
Tiszaalpár,1,1-4,89
Tiszaalpár,10,1-4,6
Tiszaalpár,16,1-4,6
Tiszaalpár,25,1-4,6
Tiszaalpár,33,1-4,7
Tiszaalpár,41,1-4,11
Tiszaalpár,43,1-4,43
Tiszaalpár,45,1-4,11
Tiszaalpár,46,1-4,6
Tiszaalpár,47,1-4,26
Tiszaalpár,56,1-4,5
Tiszaalpár,62,1-4,5
Tiszaalpár,81,1-4,6
Tiszaalpár,96,1-4,21
Tiszaalpár,25,5-9,5
Tiszaalpár,33,5-9,5
Tiszaalpár,47,5-9,6
Tiszabecs,1,1-4,23
Tiszabecs,43,1-4,6
Tiszabecs,47,1-4,6
Tiszabecs,56,1-4,5
Tiszabercel,1,1-4,26
Tiszabercel,41,1-4,6
Tiszabercel,43,1-4,8
Tiszabercel,47,1-4,10
Tiszabezdéd,1,1-4,24
Tiszabezdéd,43,1-4,12
Tiszabezdéd,47,1-4,6
Tiszabezdéd,96,1-4,6
Tiszabura,1,1-4,17
Tiszabura,43,1-4,12
Tiszabura,47,1-4,22
Tiszabõ,1,1-4,11
Tiszabõ,41,1-4,5
Tiszabõ,47,1-4,14
Tiszacsege,1,1-4,77
Tiszacsege,25,1-4,39
Tiszacsege,31,1-4,5
Tiszacsege,32,1-4,30
Tiszacsege,33,1-4,12
Tiszacsege,43,1-4,34
Tiszacsege,46,1-4,6
Tiszacsege,47,1-4,22
Tiszacsege,56,1-4,7
Tiszacsege,66,1-4,5
Tiszacsege,86,1-4,6
Tiszacsege,96,1-4,9
Tiszadada,1,1-4,26
Tiszadada,43,1-4,20
Tiszadada,47,1-4,8
Tiszadada,56,1-4,5
Tiszadada,85,1-4,5
Tiszadada,86,1-4,6
Tiszaderzs,1,1-4,13
Tiszaderzs,43,1-4,5
Tiszadob,1,1-4,21
Tiszadob,43,1-4,17
Tiszadob,47,1-4,16
Tiszadob,68,1-4,6
Tiszadob,81,1-4,9
Tiszadob,85,1-4,9
Tiszadob,86,1-4,6
Tiszadob,96,1-4,6
Tiszadorogma,1,1-4,8
Tiszaeszlár,1,1-4,44
Tiszaeszlár,43,1-4,12
Tiszaeszlár,47,1-4,10
Tiszaeszlár,86,1-4,5
Tiszaeszlár,96,1-4,5
Tiszaföldvár,1,1-4,74
Tiszaföldvár,25,1-4,5
Tiszaföldvár,41,1-4,10
Tiszaföldvár,43,1-4,73
Tiszaföldvár,45,1-4,21
Tiszaföldvár,46,1-4,9
Tiszaföldvár,47,1-4,80
Tiszaföldvár,49,1-4,7
Tiszaföldvár,56,1-4,17
Tiszaföldvár,62,1-4,5
Tiszaföldvár,66,1-4,10
Tiszaföldvár,68,1-4,7
Tiszaföldvár,69,1-4,20
Tiszaföldvár,70,1-4,7
Tiszaföldvár,74,1-4,25
Tiszaföldvár,81,1-4,15
Tiszaföldvár,82,1-4,9
Tiszaföldvár,85,1-4,14
Tiszaföldvár,86,1-4,14
Tiszaföldvár,90,1-4,6
Tiszaföldvár,95,1-4,8
Tiszaföldvár,96,1-4,57
Tiszaföldvár,47,5-9,10
Tiszafüred,1,1-4,86
Tiszafüred,25,1-4,5
Tiszafüred,3,1-4,5
Tiszafüred,41,1-4,18
Tiszafüred,42,1-4,7
Tiszafüred,43,1-4,76
Tiszafüred,45,1-4,33
Tiszafüred,46,1-4,18
Tiszafüred,47,1-4,107
Tiszafüred,49,1-4,15
Tiszafüred,55,1-4,26
Tiszafüred,56,1-4,24
Tiszafüred,62,1-4,8
Tiszafüred,66,1-4,22
Tiszafüred,68,1-4,23
Tiszafüred,69,1-4,32
Tiszafüred,70,1-4,16
Tiszafüred,73,1-4,6
Tiszafüred,74,1-4,15
Tiszafüred,77,1-4,8
Tiszafüred,81,1-4,12
Tiszafüred,82,1-4,11
Tiszafüred,85,1-4,35
Tiszafüred,86,1-4,34
Tiszafüred,90,1-4,11
Tiszafüred,93,1-4,17
Tiszafüred,95,1-4,12
Tiszafüred,96,1-4,78
Tiszafüred,46,5-9,6
Tiszafüred,47,5-9,7
Tiszagyenda,1,1-4,20
Tiszagyenda,47,1-4,7
Tiszagyulaháza,43,1-4,7
Tiszaigar,1,1-4,7
Tiszaigar,43,1-4,7
Tiszaigar,47,1-4,5
Tiszainoka,1,1-4,6
Tiszajenõ,1,1-4,20
Tiszajenõ,43,1-4,8
Tiszajenõ,47,1-4,8
Tiszajenõ,56,1-4,7
Tiszajenõ,74,1-4,5
Tiszakanyár,1,1-4,14
Tiszakanyár,43,1-4,11
Tiszakanyár,47,1-4,7
Tiszakanyár,96,1-4,5
Tiszakarád,1,1-4,17
Tiszakarád,43,1-4,8
Tiszakarád,47,1-4,7
Tiszakerecseny,1,1-4,25
Tiszakerecseny,42,1-4,7
Tiszakerecseny,43,1-4,5
Tiszakeszi,1,1-4,13
Tiszakeszi,43,1-4,12
Tiszakeszi,45,1-4,6
Tiszakeszi,47,1-4,12
Tiszakeszi,56,1-4,7
Tiszakeszi,96,1-4,8
Tiszakeszi,25,20-49,7
Tiszakeszi,16,50-249,37
Tiszakeszi,17,50-249,12
Tiszakeszi,18,50-249,45
Tiszakeszi,20,50-249,9
Tiszakeszi,25,50-249,6
Tiszakécske,1,1-4,132
Tiszakécske,10,1-4,7
Tiszakécske,16,1-4,5
Tiszakécske,41,1-4,19
Tiszakécske,42,1-4,9
Tiszakécske,43,1-4,106
Tiszakécske,45,1-4,26
Tiszakécske,46,1-4,20
Tiszakécske,47,1-4,85
Tiszakécske,49,1-4,25
Tiszakécske,55,1-4,8
Tiszakécske,56,1-4,28
Tiszakécske,62,1-4,17
Tiszakécske,66,1-4,17
Tiszakécske,68,1-4,15
Tiszakécske,69,1-4,18
Tiszakécske,70,1-4,11
Tiszakécske,74,1-4,27
Tiszakécske,81,1-4,16
Tiszakécske,82,1-4,9
Tiszakécske,85,1-4,32
Tiszakécske,86,1-4,28
Tiszakécske,90,1-4,11
Tiszakécske,93,1-4,10
Tiszakécske,96,1-4,65
Tiszakécske,10,10-19,5
Tiszakécske,25,10-19,10
Tiszakécske,28,10-19,5
Tiszakécske,32,10-19,8
Tiszakécske,33,10-19,11
Tiszakécske,47,10-19,5
Tiszakécske,33,20-49,6
Tiszakécske,1,5-9,5
Tiszakécske,43,5-9,6
Tiszakécske,47,5-9,11
Tiszakécske,49,5-9,5
Tiszakóród,1,1-4,13
Tiszakürt,1,1-4,18
Tiszakürt,43,1-4,8
Tiszakürt,47,1-4,7
Tiszaladány,1,1-4,8
Tiszalök,1,1-4,26
Tiszalök,41,1-4,6
Tiszalök,43,1-4,35
Tiszalök,45,1-4,11
Tiszalök,47,1-4,35
Tiszalök,56,1-4,13
Tiszalök,62,1-4,6
Tiszalök,66,1-4,8
Tiszalök,69,1-4,9
Tiszalök,74,1-4,9
Tiszalök,80,1-4,6
Tiszalök,82,1-4,5
Tiszalök,85,1-4,16
Tiszalök,86,1-4,11
Tiszalök,93,1-4,5
Tiszalök,95,1-4,5
Tiszalök,96,1-4,30
Tiszalúc,1,1-4,14
Tiszalúc,28,1-4,10
Tiszalúc,32,1-4,11
Tiszalúc,33,1-4,13
Tiszalúc,43,1-4,16
Tiszalúc,47,1-4,25
Tiszalúc,56,1-4,6
Tiszalúc,62,1-4,5
Tiszalúc,74,1-4,6
Tiszalúc,82,1-4,9
Tiszalúc,85,1-4,5
Tiszalúc,86,1-4,6
Tiszalúc,96,1-4,20
Tiszalúc,23,10-19,5
Tiszalúc,31,10-19,6
Tiszamogyorós,1,1-4,21
Tiszanagyfalu,1,1-4,19
Tiszanagyfalu,43,1-4,5
Tiszanagyfalu,47,1-4,19
Tiszanagyfalu,62,1-4,5
Tiszanagyfalu,96,1-4,8
Tiszanána,1,1-4,22
Tiszanána,31,1-4,6
Tiszanána,32,1-4,22
Tiszanána,33,1-4,11
Tiszanána,43,1-4,17
Tiszanána,47,1-4,13
Tiszanána,56,1-4,5
Tiszapalkonya,43,1-4,8
Tiszapalkonya,47,1-4,7
Tiszapalkonya,56,1-4,6
Tiszapalkonya,96,1-4,5
Tiszapüspöki,1,1-4,11
Tiszapüspöki,41,1-4,6
Tiszapüspöki,43,1-4,15
Tiszapüspöki,47,1-4,10
Tiszaroff,1,1-4,13
Tiszaroff,25,1-4,15
Tiszaroff,31,1-4,7
Tiszaroff,32,1-4,6
Tiszaroff,33,1-4,9
Tiszaroff,43,1-4,6
Tiszaroff,47,1-4,12
Tiszaroff,56,1-4,7
Tiszaroff,86,1-4,5
Tiszarád,1,1-4,5
Tiszasas,1,1-4,32
Tiszasas,25,1-4,8
Tiszasas,43,1-4,7
Tiszasas,47,1-4,5
Tiszaszalka,1,1-4,10
Tiszaszalka,66,1-4,5
Tiszaszentimre,1,1-4,16
Tiszaszentimre,43,1-4,15
Tiszaszentimre,47,1-4,12
Tiszaszentimre,66,1-4,5
Tiszaszentimre,96,1-4,6
Tiszaszentmárton,1,1-4,15
Tiszaszentmárton,43,1-4,7
Tiszasziget,1,1-4,45
Tiszasziget,43,1-4,14
Tiszasziget,47,1-4,17
Tiszasziget,74,1-4,5
Tiszasziget,85,1-4,5
Tiszaszõlõs,1,1-4,14
Tiszaszõlõs,25,1-4,6
Tiszaszõlõs,43,1-4,13
Tiszaszõlõs,47,1-4,6
Tiszasüly,1,1-4,19
Tiszasüly,43,1-4,9
Tiszasüly,47,1-4,8
Tiszasüly,96,1-4,5
Tiszatardos,43,1-4,6
Tiszatarján,1,1-4,7
Tiszatarján,43,1-4,6
Tiszatarján,47,1-4,6
Tiszatelek,1,1-4,12
Tiszatelek,43,1-4,16
Tiszatelek,47,1-4,6
Tiszatelek,86,1-4,5
Tiszatenyõ,43,1-4,5
Tiszatenyõ,47,1-4,9
Tiszatenyõ,96,1-4,7
Tiszaug,1,1-4,12
Tiszaug,43,1-4,12
Tiszaug,47,1-4,8
Tiszavasvári,1,1-4,77
Tiszavasvári,10,1-4,5
Tiszavasvári,16,1-4,6
Tiszavasvári,41,1-4,8
Tiszavasvári,42,1-4,6
Tiszavasvári,43,1-4,61
Tiszavasvári,45,1-4,16
